subject,blockcode,trialcode,trialnum,latency,response,values.imageName,stimulusitem1,stimulusnumber1,stimulusitem2,stimulusnumber2,stimulusitem3,stimulusnumber3,stimulusitem4,stimulusnumber4,stimulusitem5,stimulusnumber5,stimulusitem6,stimulusnumber6,stimulusitem7,stimulusnumber7,stimulusitem8,stimulusnumber8,stimulusitem9,stimulusnumber9,stimulusitem10,stimulusnumber10,stimulusitem11,stimulusnumber11,stimulusitem12,stimulusnumber12,stimulusitem13,stimulusnumber13,stimulusitem14,stimulusnumber14,stimulusitem15,stimulusnumber15,stimulusitem16,stimulusnumber16,stimulusitem17,stimulusnumber17,type
979079866,reminder_practice,reminder_practice,1,1061,reveal,placeholder_image,Click the center square to proceed to the PRACTICE trials,1,reveal.png,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266 masked
979079866,practiceBlock,practice,1,0,0,im0000003.jpg,+,1,im0000003.jpg,1,mask5.jpg,5,mask1.jpg,1,mask5.jpg,5,mask2.jpg,2,mask2.jpg,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266 masked
979079866,practiceBlock,centre_mouse,2,476,reveal,im0000003.jpg,N_1.png,1,N_2.png,2,N_3.png,3,N_4.png,4,Y_1.png,1,Y_2.png,2,Y_3.png,3,Y_4.png,4,response_G.png,3,response_S.png,4,Word 0 of 6,1,Image 1 of 3,1,very_global.png,7,very_specific.png,6,less_global.png,9,less_specific.png,8,0,0,266 masked
979079866,practiceBlock,practice_trial,3,3365,no_3,im0000003.jpg,N_1.png,1,N_2.png,2,N_3.png,3,N_4.png,4,Y_1.png,1,Y_2.png,2,Y_3.png,3,Y_4.png,4,response_G.png,3,response_S.png,4,Word 1 of 6,1,Image 1 of 3,1,very_global.png,7,very_specific.png,6,less_global.png,9,less_specific.png,8,people,5,266 masked
979079866,practiceBlock,centre_mouse,4,811,reveal,im0000003.jpg,N_1.png,1,N_2.png,2,N_3.png,3,N_4.png,4,Y_1.png,1,Y_2.png,2,Y_3.png,3,Y_4.png,4,response_G.png,3,response_S.png,4,Word 1 of 6,1,Image 1 of 3,1,very_global.png,7,very_specific.png,6,less_global.png,9,less_specific.png,8,0,0,266 masked
979079866,practiceBlock,practice_trial,5,2532,yes_4,im0000003.jpg,N_1.png,1,N_2.png,2,N_3.png,3,N_4.png,4,Y_1.png,1,Y_2.png,2,Y_3.png,3,Y_4.png,4,response_G.png,3,response_S.png,4,Word 2 of 6,1,Image 1 of 3,1,very_global.png,7,very_specific.png,6,less_global.png,9,less_specific.png,8,calm,6,266 masked
979079866,practiceBlock,centre_mouse,6,718,reveal,im0000003.jpg,N_1.png,1,N_2.png,2,N_3.png,3,N_4.png,4,Y_1.png,1,Y_2.png,2,Y_3.png,3,Y_4.png,4,response_G.png,3,response_S.png,4,Word 2 of 6,1,Image 1 of 3,1,very_global.png,7,very_specific.png,6,less_global.png,9,less_specific.png,8,0,0,266 masked
979079866,practiceBlock,practice_trial,7,1511,yes_4,im0000003.jpg,N_1.png,1,N_2.png,2,N_3.png,3,N_4.png,4,Y_1.png,1,Y_2.png,2,Y_3.png,3,Y_4.png,4,response_G.png,3,response_S.png,4,Word 3 of 6,1,Image 1 of 3,1,very_global.png,7,very_specific.png,6,less_global.png,9,less_specific.png,8,sky,2,266 masked
979079866,practiceBlock,centre_mouse,8,676,reveal,im0000003.jpg,N_1.png,1,N_2.png,2,N_3.png,3,N_4.png,4,Y_1.png,1,Y_2.png,2,Y_3.png,3,Y_4.png,4,response_G.png,3,response_S.png,4,Word 3 of 6,1,Image 1 of 3,1,very_global.png,7,very_specific.png,6,less_global.png,9,less_specific.png,8,0,0,266 masked
979079866,practiceBlock,practice_trial,9,2335,no_4,im0000003.jpg,N_1.png,1,N_2.png,2,N_3.png,3,N_4.png,4,Y_1.png,1,Y_2.png,2,Y_3.png,3,Y_4.png,4,response_G.png,3,response_S.png,4,Word 4 of 6,1,Image 1 of 3,1,very_global.png,7,very_specific.png,6,less_global.png,9,less_specific.png,8,walk,4,266 masked
979079866,practiceBlock,centre_mouse,10,696,reveal,im0000003.jpg,N_1.png,1,N_2.png,2,N_3.png,3,N_4.png,4,Y_1.png,1,Y_2.png,2,Y_3.png,3,Y_4.png,4,response_G.png,3,response_S.png,4,Word 4 of 6,1,Image 1 of 3,1,very_global.png,7,very_specific.png,6,less_global.png,9,less_specific.png,8,0,0,266 masked
979079866,practiceBlock,practice_trial,11,1913,no_3,im0000003.jpg,N_1.png,1,N_2.png,2,N_3.png,3,N_4.png,4,Y_1.png,1,Y_2.png,2,Y_3.png,3,Y_4.png,4,response_G.png,3,response_S.png,4,Word 5 of 6,1,Image 1 of 3,1,very_global.png,7,very_specific.png,6,less_global.png,9,less_specific.png,8,street,3,266 masked
979079866,practiceBlock,centre_mouse,12,773,reveal,im0000003.jpg,N_1.png,1,N_2.png,2,N_3.png,3,N_4.png,4,Y_1.png,1,Y_2.png,2,Y_3.png,3,Y_4.png,4,response_G.png,3,response_S.png,4,Word 5 of 6,1,Image 1 of 3,1,very_global.png,7,very_specific.png,6,less_global.png,9,less_specific.png,8,0,0,266 masked
979079866,practiceBlock,practice_trial,13,1222,yes_3,im0000003.jpg,N_1.png,1,N_2.png,2,N_3.png,3,N_4.png,4,Y_1.png,1,Y_2.png,2,Y_3.png,3,Y_4.png,4,response_G.png,3,response_S.png,4,Word 6 of 6,1,Image 1 of 3,1,very_global.png,7,very_specific.png,6,less_global.png,9,less_specific.png,8,village,1,266 masked
979079866,practiceBlock,centre_mouse,14,1034,reveal,im0000003.jpg,N_1.png,1,N_2.png,2,N_3.png,3,N_4.png,4,Y_1.png,1,Y_2.png,2,Y_3.png,3,Y_4.png,4,response_G.png,3,response_S.png,4,Word 6 of 6,1,Image 1 of 3,1,very_global.png,7,very_specific.png,6,less_global.png,9,less_specific.png,8,0,0,266 masked
979079866,practiceBlock,practice,1,0,0,im0000003.jpg,+,1,im0000014.jpg,3,mask4.jpg,4,mask5.jpg,5,mask2.jpg,2,mask5.jpg,5,mask1.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266 masked
979079866,practiceBlock,centre_mouse,2,1234,reveal,im0000003.jpg,N_1.png,1,N_2.png,2,N_3.png,3,N_4.png,4,Y_1.png,1,Y_2.png,2,Y_3.png,3,Y_4.png,4,response_G.png,3,response_S.png,4,Word 0 of 6,1,Image 2 of 3,1,very_global.png,7,very_specific.png,6,less_global.png,9,less_specific.png,8,0,0,266 masked
979079866,practiceBlock,practice_trial,3,2099,yes_4,im0000014.jpg,N_1.png,1,N_2.png,2,N_3.png,3,N_4.png,4,Y_1.png,1,Y_2.png,2,Y_3.png,3,Y_4.png,4,response_G.png,3,response_S.png,4,Word 1 of 6,1,Image 2 of 3,1,very_global.png,7,very_specific.png,6,less_global.png,9,less_specific.png,8,crowd,1,266 masked
979079866,practiceBlock,centre_mouse,4,700,reveal,im0000014.jpg,N_1.png,1,N_2.png,2,N_3.png,3,N_4.png,4,Y_1.png,1,Y_2.png,2,Y_3.png,3,Y_4.png,4,response_G.png,3,response_S.png,4,Word 1 of 6,1,Image 2 of 3,1,very_global.png,7,very_specific.png,6,less_global.png,9,less_specific.png,8,0,0,266 masked
979079866,practiceBlock,practice_trial,5,1715,no_4,im0000014.jpg,N_1.png,1,N_2.png,2,N_3.png,3,N_4.png,4,Y_1.png,1,Y_2.png,2,Y_3.png,3,Y_4.png,4,response_G.png,3,response_S.png,4,Word 2 of 6,1,Image 2 of 3,1,very_global.png,7,very_specific.png,6,less_global.png,9,less_specific.png,8,tourist,5,266 masked
979079866,practiceBlock,centre_mouse,6,1002,reveal,im0000014.jpg,N_1.png,1,N_2.png,2,N_3.png,3,N_4.png,4,Y_1.png,1,Y_2.png,2,Y_3.png,3,Y_4.png,4,response_G.png,3,response_S.png,4,Word 2 of 6,1,Image 2 of 3,1,very_global.png,7,very_specific.png,6,less_global.png,9,less_specific.png,8,0,0,266 masked
979079866,practiceBlock,practice_trial,7,2051,yes_4,im0000014.jpg,N_1.png,1,N_2.png,2,N_3.png,3,N_4.png,4,Y_1.png,1,Y_2.png,2,Y_3.png,3,Y_4.png,4,response_G.png,3,response_S.png,4,Word 3 of 6,1,Image 2 of 3,1,very_global.png,7,very_specific.png,6,less_global.png,9,less_specific.png,8,people,3,266 masked
979079866,practiceBlock,centre_mouse,8,786,reveal,im0000014.jpg,N_1.png,1,N_2.png,2,N_3.png,3,N_4.png,4,Y_1.png,1,Y_2.png,2,Y_3.png,3,Y_4.png,4,response_G.png,3,response_S.png,4,Word 3 of 6,1,Image 2 of 3,1,very_global.png,7,very_specific.png,6,less_global.png,9,less_specific.png,8,0,0,266 masked
979079866,practiceBlock,practice_trial,9,1177,yes_4,im0000014.jpg,N_1.png,1,N_2.png,2,N_3.png,3,N_4.png,4,Y_1.png,1,Y_2.png,2,Y_3.png,3,Y_4.png,4,response_G.png,3,response_S.png,4,Word 4 of 6,1,Image 2 of 3,1,very_global.png,7,very_specific.png,6,less_global.png,9,less_specific.png,8,statue,6,266 masked
979079866,practiceBlock,centre_mouse,10,696,reveal,im0000014.jpg,N_1.png,1,N_2.png,2,N_3.png,3,N_4.png,4,Y_1.png,1,Y_2.png,2,Y_3.png,3,Y_4.png,4,response_G.png,3,response_S.png,4,Word 4 of 6,1,Image 2 of 3,1,very_global.png,7,very_specific.png,6,less_global.png,9,less_specific.png,8,0,0,266 masked
979079866,practiceBlock,practice_trial,11,3098,yes_2,im0000014.jpg,N_1.png,1,N_2.png,2,N_3.png,3,N_4.png,4,Y_1.png,1,Y_2.png,2,Y_3.png,3,Y_4.png,4,response_G.png,3,response_S.png,4,Word 5 of 6,1,Image 2 of 3,1,very_global.png,7,very_specific.png,6,less_global.png,9,less_specific.png,8,bull,2,266 masked
979079866,practiceBlock,centre_mouse,12,629,reveal,im0000014.jpg,N_1.png,1,N_2.png,2,N_3.png,3,N_4.png,4,Y_1.png,1,Y_2.png,2,Y_3.png,3,Y_4.png,4,response_G.png,3,response_S.png,4,Word 5 of 6,1,Image 2 of 3,1,very_global.png,7,very_specific.png,6,less_global.png,9,less_specific.png,8,0,0,266 masked
979079866,practiceBlock,practice_trial,13,1587,no_3,im0000014.jpg,N_1.png,1,N_2.png,2,N_3.png,3,N_4.png,4,Y_1.png,1,Y_2.png,2,Y_3.png,3,Y_4.png,4,response_G.png,3,response_S.png,4,Word 6 of 6,1,Image 2 of 3,1,very_global.png,7,very_specific.png,6,less_global.png,9,less_specific.png,8,gold,4,266 masked
979079866,practiceBlock,centre_mouse,14,713,reveal,im0000014.jpg,N_1.png,1,N_2.png,2,N_3.png,3,N_4.png,4,Y_1.png,1,Y_2.png,2,Y_3.png,3,Y_4.png,4,response_G.png,3,response_S.png,4,Word 6 of 6,1,Image 2 of 3,1,very_global.png,7,very_specific.png,6,less_global.png,9,less_specific.png,8,0,0,266 masked
979079866,practiceBlock,practice,1,0,0,im0000014.jpg,+,1,im0000009.jpg,2,mask3.jpg,3,mask3.jpg,3,mask1.jpg,1,mask4.jpg,4,mask3.jpg,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266 masked
979079866,practiceBlock,centre_mouse,2,384,reveal,im0000014.jpg,N_1.png,1,N_2.png,2,N_3.png,3,N_4.png,4,Y_1.png,1,Y_2.png,2,Y_3.png,3,Y_4.png,4,response_G.png,3,response_S.png,4,Word 0 of 6,1,Image 3 of 3,1,very_global.png,7,very_specific.png,6,less_global.png,9,less_specific.png,8,0,0,266 masked
979079866,practiceBlock,practice_trial,3,2115,no_4,im0000009.jpg,N_1.png,1,N_2.png,2,N_3.png,3,N_4.png,4,Y_1.png,1,Y_2.png,2,Y_3.png,3,Y_4.png,4,response_G.png,3,response_S.png,4,Word 1 of 6,1,Image 3 of 3,1,very_global.png,7,very_specific.png,6,less_global.png,9,less_specific.png,8,paddle,5,266 masked
979079866,practiceBlock,centre_mouse,4,716,reveal,im0000009.jpg,N_1.png,1,N_2.png,2,N_3.png,3,N_4.png,4,Y_1.png,1,Y_2.png,2,Y_3.png,3,Y_4.png,4,response_G.png,3,response_S.png,4,Word 1 of 6,1,Image 3 of 3,1,very_global.png,7,very_specific.png,6,less_global.png,9,less_specific.png,8,0,0,266 masked
979079866,practiceBlock,practice_trial,5,3924,no_3,im0000009.jpg,N_1.png,1,N_2.png,2,N_3.png,3,N_4.png,4,Y_1.png,1,Y_2.png,2,Y_3.png,3,Y_4.png,4,response_G.png,3,response_S.png,4,Word 2 of 6,1,Image 3 of 3,1,very_global.png,7,very_specific.png,6,less_global.png,9,less_specific.png,8,man,4,266 masked
979079866,practiceBlock,centre_mouse,6,864,reveal,im0000009.jpg,N_1.png,1,N_2.png,2,N_3.png,3,N_4.png,4,Y_1.png,1,Y_2.png,2,Y_3.png,3,Y_4.png,4,response_G.png,3,response_S.png,4,Word 2 of 6,1,Image 3 of 3,1,very_global.png,7,very_specific.png,6,less_global.png,9,less_specific.png,8,0,0,266 masked
979079866,practiceBlock,practice_trial,7,2206,yes_3,im0000009.jpg,N_1.png,1,N_2.png,2,N_3.png,3,N_4.png,4,Y_1.png,1,Y_2.png,2,Y_3.png,3,Y_4.png,4,response_G.png,3,response_S.png,4,Word 3 of 6,1,Image 3 of 3,1,very_global.png,7,very_specific.png,6,less_global.png,9,less_specific.png,8,adventure,3,266 masked
979079866,practiceBlock,centre_mouse,8,659,reveal,im0000009.jpg,N_1.png,1,N_2.png,2,N_3.png,3,N_4.png,4,Y_1.png,1,Y_2.png,2,Y_3.png,3,Y_4.png,4,response_G.png,3,response_S.png,4,Word 3 of 6,1,Image 3 of 3,1,very_global.png,7,very_specific.png,6,less_global.png,9,less_specific.png,8,0,0,266 masked
979079866,practiceBlock,practice_trial,9,1053,yes_4,im0000009.jpg,N_1.png,1,N_2.png,2,N_3.png,3,N_4.png,4,Y_1.png,1,Y_2.png,2,Y_3.png,3,Y_4.png,4,response_G.png,3,response_S.png,4,Word 4 of 6,1,Image 3 of 3,1,very_global.png,7,very_specific.png,6,less_global.png,9,less_specific.png,8,water,1,266 masked
979079866,practiceBlock,centre_mouse,10,729,reveal,im0000009.jpg,N_1.png,1,N_2.png,2,N_3.png,3,N_4.png,4,Y_1.png,1,Y_2.png,2,Y_3.png,3,Y_4.png,4,response_G.png,3,response_S.png,4,Word 4 of 6,1,Image 3 of 3,1,very_global.png,7,very_specific.png,6,less_global.png,9,less_specific.png,8,0,0,266 masked
979079866,practiceBlock,practice_trial,11,4690,no_4,im0000009.jpg,N_1.png,1,N_2.png,2,N_3.png,3,N_4.png,4,Y_1.png,1,Y_2.png,2,Y_3.png,3,Y_4.png,4,response_G.png,3,response_S.png,4,Word 5 of 6,1,Image 3 of 3,1,very_global.png,7,very_specific.png,6,less_global.png,9,less_specific.png,8,kayaking,2,266 masked
979079866,practiceBlock,centre_mouse,12,879,reveal,im0000009.jpg,N_1.png,1,N_2.png,2,N_3.png,3,N_4.png,4,Y_1.png,1,Y_2.png,2,Y_3.png,3,Y_4.png,4,response_G.png,3,response_S.png,4,Word 5 of 6,1,Image 3 of 3,1,very_global.png,7,very_specific.png,6,less_global.png,9,less_specific.png,8,0,0,266 masked
979079866,practiceBlock,practice_trial,13,948,no_4,im0000009.jpg,N_1.png,1,N_2.png,2,N_3.png,3,N_4.png,4,Y_1.png,1,Y_2.png,2,Y_3.png,3,Y_4.png,4,response_G.png,3,response_S.png,4,Word 6 of 6,1,Image 3 of 3,1,very_global.png,7,very_specific.png,6,less_global.png,9,less_specific.png,8,helmet,6,266 masked
979079866,practiceBlock,centre_mouse,14,765,reveal,im0000009.jpg,N_1.png,1,N_2.png,2,N_3.png,3,N_4.png,4,Y_1.png,1,Y_2.png,2,Y_3.png,3,Y_4.png,4,response_G.png,3,response_S.png,4,Word 6 of 6,1,Image 3 of 3,1,very_global.png,7,very_specific.png,6,less_global.png,9,less_specific.png,8,0,0,266 masked
979079866,reset,reset,1,200,0,im0000009.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266 masked
979079866,reminder_start,reminder_start,1,831,reveal,im0000009.jpg,Click the center square to proceed to the REAL trials,1,reveal.png,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266 masked
979079866,testBlock,test,1,0,0,im0000041.jpg,+,1,im0000041.jpg,1,mask1.jpg,1,mask4.jpg,4,mask3.jpg,3,mask3.jpg,3,mask5.jpg,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266 masked
979079866,testBlock,centre_mouse,2,587,reveal,im0000041.jpg,N_1.png,1,N_2.png,2,N_3.png,3,N_4.png,4,Y_1.png,1,Y_2.png,2,Y_3.png,3,Y_4.png,4,response_G.png,3,response_S.png,4,Word 0 of 6,1,Image 1 of 40,1,very_global.png,7,very_specific.png,6,less_global.png,9,less_specific.png,8,0,0,266 masked
979079866,testBlock,present_trial,3,3751,yes_4,im0000041.jpg,N_1.png,1,N_2.png,2,N_3.png,3,N_4.png,4,Y_1.png,1,Y_2.png,2,Y_3.png,3,Y_4.png,4,response_G.png,3,response_S.png,4,Word 1 of 6,1,Image 1 of 40,1,very_global.png,7,very_specific.png,6,less_global.png,9,less_specific.png,8,sunny,5,266 masked
979079866,testBlock,centre_mouse,4,838,reveal,im0000041.jpg,N_1.png,1,N_2.png,2,N_3.png,3,N_4.png,4,Y_1.png,1,Y_2.png,2,Y_3.png,3,Y_4.png,4,response_G.png,3,response_S.png,4,Word 1 of 6,1,Image 1 of 40,1,very_global.png,7,very_specific.png,6,less_global.png,9,less_specific.png,8,0,0,266 masked
979079866,testBlock,present_trial,5,1636,yes_3,im0000041.jpg,N_1.png,1,N_2.png,2,N_3.png,3,N_4.png,4,Y_1.png,1,Y_2.png,2,Y_3.png,3,Y_4.png,4,response_G.png,3,response_S.png,4,Word 2 of 6,1,Image 1 of 40,1,very_global.png,7,very_specific.png,6,less_global.png,9,less_specific.png,8,horse,4,266 masked
979079866,testBlock,centre_mouse,6,697,reveal,im0000041.jpg,N_1.png,1,N_2.png,2,N_3.png,3,N_4.png,4,Y_1.png,1,Y_2.png,2,Y_3.png,3,Y_4.png,4,response_G.png,3,response_S.png,4,Word 2 of 6,1,Image 1 of 40,1,very_global.png,7,very_specific.png,6,less_global.png,9,less_specific.png,8,0,0,266 masked
979079866,testBlock,present_trial,7,1302,yes_4,im0000041.jpg,N_1.png,1,N_2.png,2,N_3.png,3,N_4.png,4,Y_1.png,1,Y_2.png,2,Y_3.png,3,Y_4.png,4,response_G.png,3,response_S.png,4,Word 3 of 6,1,Image 1 of 40,1,very_global.png,7,very_specific.png,6,less_global.png,9,less_specific.png,8,farm,2,266 masked
979079866,testBlock,centre_mouse,8,875,reveal,im0000041.jpg,N_1.png,1,N_2.png,2,N_3.png,3,N_4.png,4,Y_1.png,1,Y_2.png,2,Y_3.png,3,Y_4.png,4,response_G.png,3,response_S.png,4,Word 3 of 6,1,Image 1 of 40,1,very_global.png,7,very_specific.png,6,less_global.png,9,less_specific.png,8,0,0,266 masked
979079866,testBlock,present_trial,9,1148,yes_4,im0000041.jpg,N_1.png,1,N_2.png,2,N_3.png,3,N_4.png,4,Y_1.png,1,Y_2.png,2,Y_3.png,3,Y_4.png,4,response_G.png,3,response_S.png,4,Word 4 of 6,1,Image 1 of 40,1,very_global.png,7,very_specific.png,6,less_global.png,9,less_specific.png,8,green,6,266 masked
979079866,testBlock,centre_mouse,10,659,reveal,im0000041.jpg,N_1.png,1,N_2.png,2,N_3.png,3,N_4.png,4,Y_1.png,1,Y_2.png,2,Y_3.png,3,Y_4.png,4,response_G.png,3,response_S.png,4,Word 4 of 6,1,Image 1 of 40,1,very_global.png,7,very_specific.png,6,less_global.png,9,less_specific.png,8,0,0,266 masked
979079866,testBlock,present_trial,11,915,no_4,im0000041.jpg,N_1.png,1,N_2.png,2,N_3.png,3,N_4.png,4,Y_1.png,1,Y_2.png,2,Y_3.png,3,Y_4.png,4,response_G.png,3,response_S.png,4,Word 5 of 6,1,Image 1 of 40,1,very_global.png,7,very_specific.png,6,less_global.png,9,less_specific.png,8,pasture,3,266 masked
979079866,testBlock,centre_mouse,12,602,reveal,im0000041.jpg,N_1.png,1,N_2.png,2,N_3.png,3,N_4.png,4,Y_1.png,1,Y_2.png,2,Y_3.png,3,Y_4.png,4,response_G.png,3,response_S.png,4,Word 5 of 6,1,Image 1 of 40,1,very_global.png,7,very_specific.png,6,less_global.png,9,less_specific.png,8,0,0,266 masked
979079866,testBlock,present_trial,13,588,no_4,im0000041.jpg,N_1.png,1,N_2.png,2,N_3.png,3,N_4.png,4,Y_1.png,1,Y_2.png,2,Y_3.png,3,Y_4.png,4,response_G.png,3,response_S.png,4,Word 6 of 6,1,Image 1 of 40,1,very_global.png,7,very_specific.png,6,less_global.png,9,less_specific.png,8,cow,1,266 masked
979079866,testBlock,centre_mouse,14,1401,reveal,im0000041.jpg,N_1.png,1,N_2.png,2,N_3.png,3,N_4.png,4,Y_1.png,1,Y_2.png,2,Y_3.png,3,Y_4.png,4,response_G.png,3,response_S.png,4,Word 6 of 6,1,Image 1 of 40,1,very_global.png,7,very_specific.png,6,less_global.png,9,less_specific.png,8,0,0,266 masked
979079866,testBlock,test,1,0,0,im0000041.jpg,+,1,im0000332.jpg,32,mask2.jpg,2,mask2.jpg,2,mask4.jpg,4,mask1.jpg,1,mask4.jpg,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266 masked
979079866,testBlock,centre_mouse,2,1957,reveal,im0000041.jpg,N_1.png,1,N_2.png,2,N_3.png,3,N_4.png,4,Y_1.png,1,Y_2.png,2,Y_3.png,3,Y_4.png,4,response_G.png,3,response_S.png,4,Word 0 of 6,1,Image 2 of 40,1,very_global.png,7,very_specific.png,6,less_global.png,9,less_specific.png,8,0,0,266 masked
979079866,testBlock,present_trial,3,2873,Ctrl+'Q',im0000332.jpg,N_1.png,1,N_2.png,2,N_3.png,3,N_4.png,4,Y_1.png,1,Y_2.png,2,Y_3.png,3,Y_4.png,4,response_G.png,3,response_S.png,4,Word 1 of 6,1,Image 2 of 40,1,very_global.png,7,very_specific.png,6,less_global.png,9,less_specific.png,8,mall,1,266 masked
89643498,reminder_practice,reminder_practice,1,3860,reveal,placeholder_image,Click the center square to proceed to the PRACTICE trials,1,reveal.png,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266 masked
89643498,practiceBlock,practice,1,0,0,im0000003.jpg,+,1,im0000003.jpg,1,mask4.jpg,4,mask5.jpg,5,mask5.jpg,5,mask5.jpg,5,mask2.jpg,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266 masked
89643498,practiceBlock,centre_mouse,2,10974,reveal,im0000003.jpg,N_1.png,1,N_2.png,2,N_3.png,3,N_4.png,4,Y_1.png,1,Y_2.png,2,Y_3.png,3,Y_4.png,4,response_G.png,3,response_S.png,4,Word 0 of 6,1,Image 1 of 3,1,very_global.png,7,very_specific.png,6,less_global.png,9,less_specific.png,8,0,0,266 masked
89643498,practiceBlock,practice_trial,3,2830,yes_2,im0000003.jpg,N_1.png,1,N_2.png,2,N_3.png,3,N_4.png,4,Y_1.png,1,Y_2.png,2,Y_3.png,3,Y_4.png,4,response_G.png,3,response_S.png,4,Word 1 of 6,1,Image 1 of 3,1,very_global.png,7,very_specific.png,6,less_global.png,9,less_specific.png,8,street,3,266 masked
89643498,practiceBlock,centre_mouse,4,1489,reveal,im0000003.jpg,N_1.png,1,N_2.png,2,N_3.png,3,N_4.png,4,Y_1.png,1,Y_2.png,2,Y_3.png,3,Y_4.png,4,response_G.png,3,response_S.png,4,Word 1 of 6,1,Image 1 of 3,1,very_global.png,7,very_specific.png,6,less_global.png,9,less_specific.png,8,0,0,266 masked
89643498,practiceBlock,practice_trial,5,1508,yes_4,im0000003.jpg,N_1.png,1,N_2.png,2,N_3.png,3,N_4.png,4,Y_1.png,1,Y_2.png,2,Y_3.png,3,Y_4.png,4,response_G.png,3,response_S.png,4,Word 2 of 6,1,Image 1 of 3,1,very_global.png,7,very_specific.png,6,less_global.png,9,less_specific.png,8,sky,2,266 masked
89643498,practiceBlock,centre_mouse,6,4444,reveal,im0000003.jpg,N_1.png,1,N_2.png,2,N_3.png,3,N_4.png,4,Y_1.png,1,Y_2.png,2,Y_3.png,3,Y_4.png,4,response_G.png,3,response_S.png,4,Word 2 of 6,1,Image 1 of 3,1,very_global.png,7,very_specific.png,6,less_global.png,9,less_specific.png,8,0,0,266 masked
89643498,practiceBlock,practice_trial,7,2962,yes_2,im0000003.jpg,N_1.png,1,N_2.png,2,N_3.png,3,N_4.png,4,Y_1.png,1,Y_2.png,2,Y_3.png,3,Y_4.png,4,response_G.png,3,response_S.png,4,Word 3 of 6,1,Image 1 of 3,1,very_global.png,7,very_specific.png,6,less_global.png,9,less_specific.png,8,people,5,266 masked
89643498,practiceBlock,centre_mouse,8,9710,reveal,im0000003.jpg,N_1.png,1,N_2.png,2,N_3.png,3,N_4.png,4,Y_1.png,1,Y_2.png,2,Y_3.png,3,Y_4.png,4,response_G.png,3,response_S.png,4,Word 3 of 6,1,Image 1 of 3,1,very_global.png,7,very_specific.png,6,less_global.png,9,less_specific.png,8,0,0,266 masked
89643498,practiceBlock,practice_trial,9,2146,yes_2,im0000003.jpg,N_1.png,1,N_2.png,2,N_3.png,3,N_4.png,4,Y_1.png,1,Y_2.png,2,Y_3.png,3,Y_4.png,4,response_G.png,3,response_S.png,4,Word 4 of 6,1,Image 1 of 3,1,very_global.png,7,very_specific.png,6,less_global.png,9,less_specific.png,8,village,1,266 masked
89643498,practiceBlock,centre_mouse,10,807,reveal,im0000003.jpg,N_1.png,1,N_2.png,2,N_3.png,3,N_4.png,4,Y_1.png,1,Y_2.png,2,Y_3.png,3,Y_4.png,4,response_G.png,3,response_S.png,4,Word 4 of 6,1,Image 1 of 3,1,very_global.png,7,very_specific.png,6,less_global.png,9,less_specific.png,8,0,0,266 masked
89643498,practiceBlock,practice_trial,11,3623,no_3,im0000003.jpg,N_1.png,1,N_2.png,2,N_3.png,3,N_4.png,4,Y_1.png,1,Y_2.png,2,Y_3.png,3,Y_4.png,4,response_G.png,3,response_S.png,4,Word 5 of 6,1,Image 1 of 3,1,very_global.png,7,very_specific.png,6,less_global.png,9,less_specific.png,8,walk,4,266 masked
89643498,practiceBlock,centre_mouse,12,770,reveal,im0000003.jpg,N_1.png,1,N_2.png,2,N_3.png,3,N_4.png,4,Y_1.png,1,Y_2.png,2,Y_3.png,3,Y_4.png,4,response_G.png,3,response_S.png,4,Word 5 of 6,1,Image 1 of 3,1,very_global.png,7,very_specific.png,6,less_global.png,9,less_specific.png,8,0,0,266 masked
89643498,practiceBlock,practice_trial,13,1679,no_4,im0000003.jpg,N_1.png,1,N_2.png,2,N_3.png,3,N_4.png,4,Y_1.png,1,Y_2.png,2,Y_3.png,3,Y_4.png,4,response_G.png,3,response_S.png,4,Word 6 of 6,1,Image 1 of 3,1,very_global.png,7,very_specific.png,6,less_global.png,9,less_specific.png,8,calm,6,266 masked
89643498,practiceBlock,centre_mouse,14,640,reveal,im0000003.jpg,N_1.png,1,N_2.png,2,N_3.png,3,N_4.png,4,Y_1.png,1,Y_2.png,2,Y_3.png,3,Y_4.png,4,response_G.png,3,response_S.png,4,Word 6 of 6,1,Image 1 of 3,1,very_global.png,7,very_specific.png,6,less_global.png,9,less_specific.png,8,0,0,266 masked
